"id","title","forename","surname","region","party","type","oath_date","died_retired_date","year_created","d_o_b","Hansard_name","ex_MP"
670,"Lord","Norman","Warner",,"Lab","L",,,1998,08/09/1940 00:00:00,"Warner, L.","N"
671,"Baroness","Helen","Warnock",,"XB","L",,,1985,14/04/1924 00:00:00,"Warnock, B.","N"
672,"Baroness","Diana","Warwick","of Undercliffe","Lab","L",,,1999,16/07/1945 00:00:00,"Warwick of Undercliffe, B.","N"
673,"Lord","Mike","Watson","of Invergowrie","Lab","L",,,1997,01/05/1949 00:00:00,"Watson of Invergowrie, L.","Y"
674,"Lord","Alan","Watson","of Richmond","Dem","L",,,1999,03/02/1941 00:00:00,"Watson of Richmond, L.","N"
675,"Viscount","John","Waverley",,"XB","HP",,,1990,31/10/1949 00:00:00,"Waverley, V.","N"
676,"Lord","Bernard","Weatherill",,"XB","L",,,1992,25/11/1920 00:00:00,"Weatherill, L.","Y"
677,"Lord","Bill","Wedderburn","of Charlton","Lab","L",,,1977,13/04/1927 00:00:00,"Wedderburn of Charlton, L.","N"
678,"Lord","George","Weidenfeld",,"XB","L",,,1976,13/09/1919 00:00:00,"Weidenfeld, L.","N"
679,"Lord","John","Whaddon",,"Lab","L",,16/08/2005 00:00:00,1978,14/08/1927 00:00:00,"Whaddon, L.","Y"
680,"Baroness","Janet","Whitaker",,"Lab","L",,,1999,20/02/1936 00:00:00,"Whitaker, B.","N"
681,"Lord","Larry","Whitty",,"Lab","L",,,1996,15/06/1943 00:00:00,"Whitty, L.","N"
682,"Lord","Basil","Wigoder",,"Dem","L",,12/08/2004 00:00:00,1974,12/02/1921 00:00:00,"Wigoder, L.","N"
683,"Lord","Richard","Wilberforce",,"XB","A",,15/02/2003 00:00:00,1964,11/03/1907 00:00:00,"Wilberforce, L.","N"
684,"Baroness","Judith","Wilcox",,"Con","L",,,1996,31/10/1940 00:00:00,"Wilcox, B.","N"
685,"Baroness","Rosalie","Wilkins",,"Lab","L",,,1999,06/05/1946 00:00:00,"Wilkins, B.","N"
686,"Baroness","Shirley","Williams","of Crosby","Dem","L",,,1993,27/07/1930 00:00:00,"Williams of Crosby, B.","Y"
687,"Lord","Charles","Williams","of Elvel","Lab","L",,,1985,09/02/1933 00:00:00,"Williams of Elvel, L.","N"
688,"Lord","Gareth","Williams","of Mostyn","Lab","L",,20/09/2003 00:00:00,1992,05/02/1941 00:00:00,"Williams of Mostyn, L.","N"
689,"Lord","David","Williamson","of Horton","XB","L",,,1999,08/05/1934 00:00:00,"Williamson of Horton, L.","N"
690,"Lord","Leopold","Willoughby","de Broke","Con","HP",,,1986,14/09/1938 00:00:00,"Willoughby de Broke, L.","N"
691,"Lord","Richard","Wilson","of Dinton","XB","L",15/01/2003 00:00:00,,2002,11/10/1942 00:00:00,"Wilson of Dinton, L.","N"
692,"Lord","David","Wilson","of Tillyorn","XB","L",,,1992,14/02/1935 00:00:00,"Wilson of Tillyorn, L.","N"
693,"Bishop of","Michael Charles Scott-Joynt","Winchester",,"Bp","B",,,1996,15/03/1943 00:00:00,"Winchester, Bp.","N"
694,"Lord","David","Windlesham",,"Con","L",,,1962,28/01/1932 00:00:00,"Windlesham, L.","N"
695,"Lord","Robert","Winston",,"Lab","L",,,1995,15/07/1940 00:00:00,"Winston, L.","N"
696,"Lord","Leonard","Wolfson",,"Con","L",,,1985,11/11/1927 00:00:00,"Wolfson, L.","N"
697,"Lord","David","Wolfson","of Sunningdale","Con","L",,,1991,09/11/1935 00:00:00,"Wolfson of Sunningdale, L.","N"
698,"Lord","Harry","Woolf",,"XB","A",,,1992,02/05/1933 00:00:00,"Woolf, L.","N"
699,"Lord","Ken","Woolmer","of Leeds","Lab","L",,,1999,25/04/1940 00:00:00,"Woolmer of Leeds, L.","Y"
700,"Bishop of","Peter Stephen Maurice Selby","Worcester",,"Bp","B",05/11/2002 00:00:00,,2002,07/12/1941 00:00:00,"Worcester, Bp.","N"
701,"Lord","Patrick","Wright","of Richmond","XB","L",,,1994,28/06/1931 00:00:00,"Wright of Richmond, L.","N"
702,"Archbishop of","David Hope","York",,"Bp","B",,28/02/2005 00:00:00,1990,14/04/1940 00:00:00,"York, Abp.","N"
703,"Lord","David","Young","of Graffham","Con","L",,,1984,27/02/1932 00:00:00,"Young of Graffham, L.","N"
704,"Baroness","Barbara","Young","of Old Scone","Other","L",,,1997,08/04/1948 00:00:00,"Young of Old Scone, B.","N"
705,"Viscount","George","Younger","of Leckie","Con","L",,26/01/2003 00:00:00,1997,22/09/1931 00:00:00,"Younger of Leckie, V.","Y"
706,"Bishop of","Jim Thompson","Bath and Wells",,"Bp","B",,31/12/2001 00:00:00,1997,11/08/1936 00:00:00,"Bath and Wells, Bp.","N"
707,"Lord","Peter","Bauer",,"Other","L",,03/05/2002 00:00:00,1983,06/11/1915 00:00:00,"Bauer, L.","N"
708,"Bishop of","Mark Santer","Birmingham",,"Bp","B",,31/05/2002 00:00:00,1994,29/12/1936 00:00:00,"Birmingham, Bp.","N"
709,"Bishop of","David James Smith","Bradford",,"Bp","B",,31/07/2002 00:00:00,1997,14/07/1935 00:00:00,"Bradford, Bp.","N"
710,"Lord","Raymond","Brookes",,"XB","L",,31/07/2002 00:00:00,1976,14/10/1909 00:00:00,"Brookes, L.","N"
711,"Archbishop of","George Carey","Canterbury",,"Bp","B",,31/10/2002 00:00:00,1991,13/11/1935 00:00:00,"Canterbury, Abp.","N"
712,"Lord","Neil","Carmichael","of Kelvingrove","Lab","L",,19/07/2001 00:00:00,1983,10/10/1921 00:00:00,"Carmichael of Kelvingrove, L.","Y"
713,"Earl","Henry","Carnarvon",,"XB","HP",,11/09/2001 00:00:00,1987,19/01/1924 00:00:00,"Carnarvon, E.","N"
714,"Lord","Richard","Carver",,"XB","L",,09/12/2001 00:00:00,1977,24/04/1977 00:00:00,"Carver, L.","N"
715,"Baroness","Barbara","Castle","of Blackburn","Lab","L",,03/05/2002 00:00:00,1990,06/10/1910 00:00:00,"Castle of Blackburn, B.","Y"
716,"Viscount","Robert","Cranborne (now Marquess of Salisbury)",,"Other","L",,,1992,30/09/1946 00:00:00,"Cranborne (now Marquess of Salisbury), V.","N"
717,"Lord","Anthony","Fanshawe","of Richmond","Con","L",,28/12/2001 00:00:00,1983,27/03/1927 00:00:00,"Fanshawe of Richmond, L.","Y"
718,"Lord","James","Gibson-Watt",,"Other","L",,07/02/2002 00:00:00,1979,11/09/1918 00:00:00,"Gibson-Watt, L.","Y"
719,"Lord","Quintin","Hailsham","of Saint Marylebone","Other","L",,12/10/2001 00:00:00,1970,09/10/1907 00:00:00,"Hailsham of Saint Marylebone, L.","Y"
720,"Lord","Charles","Hambro",,"Con","L",,07/11/2002 00:00:00,1994,28/07/1930 00:00:00,"Hambro, L.","N"
721,"Lord","Paul","Hamlyn",,"Lab","L",,31/08/2001 00:00:00,1998,12/02/1926 00:00:00,"Hamlyn, L.","N"
722,"Lord","Robert","Haslam",,"Con","L",,02/11/2002 00:00:00,1990,04/02/1923 00:00:00,"Haslam, L.","N"
723,"Lord","Richard","Holderness",,"Con","L",,11/08/2002 00:00:00,1979,05/10/1920 00:00:00,"Holderness, L.","Y"
724,"Baroness","Audrey","Hylton-Foster",,"XB","L",,30/10/2002 00:00:00,1965,19/05/1908 00:00:00,"Hylton-Foster, B.","N"
725,"Lord","John","Ingrow",,"Other","L",,07/02/2002 00:00:00,1983,15/08/1917 00:00:00,"Ingrow, L.","N"
726,"Lord","Charles","Johnston","of Rockport","Other","L",,30/04/2002 00:00:00,1987,04/03/1915 00:00:00,"Johnston of Rockport, L.","N"
727,"Lord","Henry","Keith","of Kinkel","XB","A",,21/06/2002 00:00:00,1977,07/02/1922 00:00:00,"Keith of Kinkel, L.","N"
728,"Bishop of","Robert Hardy","Lincoln",,"Bp","B",,31/10/2001 00:00:00,1993,05/10/1936 00:00:00,"Lincoln, Bp.","N"
729,"Earl","Francis","Longford",,"Lab","L",,03/08/2001 00:00:00,1961,05/12/1905 00:00:00,"Longford, E.","N"
730,"Lord","James","Moyola",,"Other","L",,17/05/2002 00:00:00,1971,12/02/1923 00:00:00,"Moyola, L.","Y"
731,"Lord","George","Porter","of Luddenham","XB","L",,31/08/2002 00:00:00,1990,06/12/1920 00:00:00,"Porter of Luddenham, L.","N"
732,"Lord","William","Sefton","of Garston","Other","L",,09/09/2001 00:00:00,1978,05/08/1915 00:00:00,"Sefton of Garston, L.","N"
733,"Baroness","Bea","Serota",,"Lab","L",,21/10/2002 00:00:00,1967,15/10/1919 00:00:00,"Serota, B.","N"
734,"Lord","Peter","Shore","of Stepney","Lab","L",,24/09/2001 00:00:00,1997,20/05/1924 00:00:00,"Shore of Stepney, L.","Y"
735,"Lord","Thomas","Taylor","of Gryfe","Lab","L",,13/07/2001 00:00:00,1968,27/04/1912 00:00:00,"Taylor of Gryfe, L.","N"
736,"Bishop of","Nigel McCulloch","Wakefield",,"Bp","B",,10/11/2002 00:00:00,1997,17/12/1942 00:00:00,"Wakefield, Bp.","N"
737,"Lord","Arnold","Weinstock",,"XB","L",,23/07/2002 00:00:00,1980,29/07/1924 00:00:00,"Weinstock, L.","N"
738,"Baroness","Janet","Young",,"Con","L",,06/09/2002 00:00:00,1971,23/10/1926 00:00:00,"Young, B.","N"
739,"Baroness","Michael","Young","of Dartington","Lab","L",,14/01/2002 00:00:00,1978,09/08/1915 00:00:00,"Young of Dartington, B.","N"
740,"Lord","Toby","Aldington",,"Con","L",,07/12/2000 00:00:00,1962,25/05/1952 00:00:00,"Aldington, L.","Y"
741,"Lord","Irwin","Bellwin",,"Con","L",,11/02/2001 00:00:00,1979,07/02/1923 00:00:00,"Bellwin, L.","N"
742,"Bishop of","Eric Kemp","Chichester",,"Bp","B",,31/01/2001 00:00:00,1978,27/04/1915 00:00:00,"Chichester, Bp.","N"
743,"Lord","Cledwyn","Cledwyn","of Penrhos","Lab","L",,22/02/2001 00:00:00,1979,14/09/1916 00:00:00,"Cledwyn of Penrhos, L.","Y"
744,"Lord","Michael","Cocks","of Hartcliffe","Lab","L",,26/03/2001 00:00:00,1987,19/08/1929 00:00:00,"Cocks of Hartcliffe, L.","Y"
745,"Baroness","Jean","Denton","of Wakefield","Con","L",,05/02/2001 00:00:00,1991,29/12/1935 00:00:00,"Denton of Wakefield, B.","N"
746,"Lord","John","Harris","of Greenwich","Dem","L",,11/04/2001 00:00:00,1974,05/04/1930 00:00:00,"Harris of Greenwich, L.","N"
747,"Lord","William","Hartwell",,"XB","L",,03/04/2001 00:00:00,1968,18/05/1911 00:00:00,"Hartwell, L.","N"
748,"Lord","Peter","Lovell-Davis",,"Lab","L",,06/01/2001 00:00:00,1974,08/07/1924 00:00:00,"Lovell-Davis, L.","N"
749,"Lord","John","MacKay","of Ardbrecknish","XB","L",,21/02/2001 00:00:00,1991,15/11/1938 00:00:00,"MacKay of Ardbrecknish, L.","Y"
750,"Lord","William","Molloy",,"Lab","L",,26/05/2001 00:00:00,1981,26/10/1918 00:00:00,"Molloy, L.","Y"
751,"Lord","Brian","Morris","of Castle Morris","Lab","L",,30/04/2001 00:00:00,1990,04/12/1930 00:00:00,"Morris of Castle Morris, L.","N"
752,"Lord","Cranley","Onslow","of Woking","Con","L",,13/03/2001 00:00:00,1997,08/06/1926 00:00:00,"Onslow of Woking, L.","Y"
753,"Lord","Edwin","Plowden",,"XB","L",,15/02/2001 00:00:00,1959,06/01/1907 00:00:00,"Plowden, L.","N"
754,"Lord","Reginald","Prentice",,"Con","L",,18/01/2001 00:00:00,1992,16/07/1923 00:00:00,"Prentice, L.","Y"
755,"Lord","Malcolm","Shepherd",,"Lab","L",,05/04/2001 00:00:00,1954,27/09/1918 00:00:00,"Shepherd, L.","N"
756,"Lord","Marcus","Sieff","of Brimpton","Con","L",,23/02/2001 00:00:00,1980,02/07/1913 00:00:00,"Sieff of Brimpton, L.","N"
757,"Lord","Neol","Annan",,"XB","L",,21/02/2000 00:00:00,1965,25/12/1916 00:00:00,"Annan, L.","N"
758,"Lord",,"Braine","of Wheatley","Con","L",,05/01/2000 00:00:00,1992,24/06/1914 00:00:00,"Braine of Wheatley, L.","Y"
759,"Baroness","Barbara","Brooke","of Ystradfellte","Con","L",,01/09/2000 00:00:00,1964,14/01/1908 00:00:00,"Brooke of Ystradfellte, B.","N"
760,"Lord","William","Butterfield",,"Con","L",,22/07/2000 00:00:00,1988,28/03/1920 00:00:00,"Butterfield, L.","N"
761,"Bishop of","Ian Harland","Carlisle",,"Bp","B",,31/05/2000 00:00:00,1996,10/12/1932 00:00:00,"Carlisle, Bp.","N"
762,"Lord",,"Charteris","of Amisfield","XB","L",,23/12/1999 00:00:00,1978,07/09/1913 00:00:00,"Charteris of Amisfield, L.","N"
763,"Lord","Frederick","Coggan",,"XB","L",,17/05/2000 00:00:00,1980,09/10/1909 00:00:00,"Coggan, L.","N"
764,"Lord","Michael","Cowdrey","of Tonbridge","Con","L",,05/12/2000 00:00:00,1997,24/10/1932 00:00:00,"Cowdrey of Tonbridge, L.","N"
765,"Lord","Frederick","Erroll","of Hale","Con","L",,14/09/2000 00:00:00,1964,27/05/1914 00:00:00,"Erroll of Hale, L.","Y"
766,"Lord","Denis","Greenhill","of Harrow","XB","L",,08/11/2000 00:00:00,1974,07/11/1913 00:00:00,"Greenhill of Harrow, L.","N"
767,"Lord","Harmar","Harmar-Nicholls",,"Con","L",,15/09/2000 00:00:00,1974,01/11/1912 00:00:00,"Harmar-Nicholls, L.","Y"
768,"Lord","Peter","Henderson","of Brompton","XB","L",,13/01/2000 00:00:00,1984,16/09/1922 00:00:00,"Henderson of Brompton, L.","N"
769,"Lord",,"Hughes",,"Lab","L",,31/12/1999 00:00:00,1961,22/01/1911 00:00:00,"Hughes, L.","N"
770,"Lord","Alexander","Mackenzie-Stuart",,"XB","L",,01/04/2000 00:00:00,1988,18/11/1924 00:00:00,"Mackenzie-Stuart, L.","N"
771,"Lord","Murray","MacLehose","of Beoch","XB","L",,27/05/2000 00:00:00,1982,16/10/1917 00:00:00,"MacLehose of Beoch, L.","N"
772,"Baroness",,"Macleod","of Borve","Con","L",,17/11/1999 00:00:00,1971,19/02/1915 00:00:00,"Macleod of Borve, B.","N"
773,"Lord","Robert","McConnell",,"XB","L",,25/10/2000 00:00:00,1995,25/11/1922 00:00:00,"McConnell, L.","Y"
774,"Lord","Robert","Runcie",,"XB","L",,11/07/2000 00:00:00,1991,02/10/1921 00:00:00,"Runcie, L.","N"
775,"Baroness","Sue","Ryder","of Warsaw","XB","L",,02/11/2000 00:00:00,1979,03/07/1923 00:00:00,"Ryder of Warsaw, B.","N"
776,"Baroness","Myrtle","Wharton",,"XB","HP",,15/05/2000 00:00:00,1990,20/02/1934 00:00:00,"Wharton, B.","N"
777,"Baroness",,"White",,"Lab","L",,23/12/1999 00:00:00,1970,07/11/1909 00:00:00,"White, B.","n"
778,"Lord","Timothy","Garden",,"Dem","L",08/06/2004 00:00:00,,2004,23/04/1944 00:00:00,"Garden, L.","N"
779,"Lord","Paul","Drayson",,"Lab","L",08/06/2004 00:00:00,,2004,05/03/1960 00:00:00,"Drayson, L.","N"
780,"Lord","Stanley","Kalms",,"Con","L",09/06/2004 00:00:00,,2004,21/11/1931 00:00:00,"Kalms, L.","N"
781,"Lord","Kumar","Bhattacharyya",,"Lab","L",09/06/2004 00:00:00,,2004,06/06/1940 00:00:00,"Bhattacharyya, L.","N"
782,"Baroness","Kishwer","Falkner","of Margravine","Dem","L",15/06/2004 00:00:00,,2004,09/03/1955 00:00:00,"Falkner of Margravine, B.","N"
783,"Baroness","Ruth","Henig",,"Lab","L",15/06/2004 00:00:00,,2004,10/11/1943 00:00:00,"Henig, B.","N"
784,"Lord","Greville","Howard","of Rising","Con","L",16/06/2004 00:00:00,,2004,22/04/1941 00:00:00,"Howard of Rising, L.","N"
785,"Lord","Garry","Hart","of Chilton","Lab","L",16/06/2004 00:00:00,,2004,29/06/1940 00:00:00,"Hart of Chilton, L.","N"
786,"Lord","Patrick","Carter","of Coles","Lab","L",22/06/2004 00:00:00,,2004,09/02/1946 00:00:00,"Carter of Coles, L.","N"
787,"Baroness","Patricia","Morris","of Bolton","Con","L",22/06/2004 00:00:00,,2004,,"Morris of Bolton, B.","N"
788,"Lord","Peter","Truscott",,"Lab","L",23/06/2004 00:00:00,,2004,20/03/1959 00:00:00,"Truscott, L.","N"
789,"Baroness","Margaret","Wall","of New Barnet","Lab","L",23/06/2004 00:00:00,,2004,14/11/1941 00:00:00,"Wall of New Barnet, B.","N"
790,"Lord","Richard","Rosser",,"Lab","L",28/06/2004 00:00:00,,2004,05/10/1944 00:00:00,"Rosser, L.","N"
791,"Baroness","Elaine","Murphy",,"XB","L",28/06/2004 00:00:00,,2004,16/01/1947 00:00:00,"Murphy, B.","N"
792,"Lord","Anthony","Giddens",,"Lab","L",29/06/2004 00:00:00,,2004,18/01/1938 00:00:00,"Giddens, L.","N"
793,"Lord","Peter","Snape",,"Lab","L",29/06/2004 00:00:00,,2004,12/02/1942 00:00:00,"Snape, L.","Y"
794,"Lord","Roger","Roberts","of Llandudno","Dem","L",30/06/2004 00:00:00,,2004,23/10/1935 00:00:00,"Roberts of Llandudno, L.","N"
795,"Lord","Diljit","Rana",,"XB","L",30/06/2004 00:00:00,,2004,20/09/1938 00:00:00,"Rana, L.","N"
796,"Lord","Alexander","Leitch",,"Lab","L",05/07/2004 00:00:00,,2004,20/10/1947 00:00:00,"Leitch, L.","N"
797,"Baroness","Delyth","Morgan","of Drefelin","Lab","L",05/07/2004 00:00:00,,2004,30/08/1961 00:00:00,"Morgan of Drefelin, B.","N"
798,"Baroness","Margaret","Prosser",,"Lab","L",07/07/2004 00:00:00,,2004,22/08/1937 00:00:00,"Prosser, B.","N"
799,"Lord","John","Maxton",,"Lab","L",07/07/2004 00:00:00,,2004,05/05/1936 00:00:00,"Maxton, L.","Y"
800,"Baroness","Julia","Neuberger",,"Dem","L",12/07/2004 00:00:00,,2004,27/02/1950 00:00:00,"Neuberger, B.","N"
801,"Lord","Edward","Ballyedmond",,"XB","L",12/07/2004 00:00:00,,2004,05/01/1944 00:00:00,"Ballyedmond, L.","N"
802,"Lord","William","McKenzie","of Luton","Lab","L",13/07/2004 00:00:00,,2004,24/07/1946 00:00:00,"McKenzie of Luton, L.","N"
803,"Baroness","Margaret","McDonagh",,"Lab","L",13/07/2004 00:00:00,,2004,26/06/1961 00:00:00,"McDonagh, B.","N"
804,"Lord","Hugh","Dykes",,"Dem","L",14/07/2004 00:00:00,,2004,17/05/1939 00:00:00,"Dykes, L.","Y"
805,"Lord","Alan","Haworth",,"Lab","L",14/07/2004 00:00:00,,2004,26/04/1948 00:00:00,"Haworth, L.","N"
806,"Lord","Philip","Gould","of Brookwood","Lab","L",19/07/2004 00:00:00,,2004,30/03/1950 00:00:00,"Gould of Brookwood, L.","N"
807,"Lord","Alec","Broers",,"XB","L",19/07/2004 00:00:00,,2004,17/09/1938 00:00:00,"Broers, L.","N"
808,"Baroness","Margaret","Young","of Hornsey","XB","L",20/07/2004 00:00:00,,2004,01/06/1951 00:00:00,"Young of Hornsey, B.","N"
809,"Lord","Ted","Rowlands",,"Lab","L",20/07/2004 00:00:00,,2004,23/01/1940 00:00:00,"Rowlands, L.","Y"
810,"Baroness","Jane","Bonham-Carter","of Yarnbury","Dem","L",21/07/2004 00:00:00,,2004,20/10/1957 00:00:00,"Bonham-Carter of Yarnbury, B.","N"
811,"Lord","Lesley","Griffiths","of Burry Port","Lab","L",21/07/2004 00:00:00,,2004,15/02/1942 00:00:00,"Griffiths of Burry Port, L.","N"
812,"Lord","Denis","Tunnicliffe",,"Lab","L",21/06/2004 00:00:00,,2004,17/01/1943 00:00:00,"Tunnicliffe, L.","N"
813,"Lord","Irvine","Laidlaw",,"Con","L",21/06/2004 00:00:00,,2004,22/12/1942 00:00:00,"Laidlaw, L.","N"
814,"Lord","Robert Douglas","Carswell","of Killeen","XB","A",13/01/2004 00:00:00,,2004,07/07/1929 00:00:00,"Carswell of Killeen, L.","N"
815,"Lord","Simon Denis","Brown","of Eaton-under-Heywood","XB","A",13/01/2004 00:00:00,,2004,09/04/1937 00:00:00,"Brown of Eaton-under-Heywood, L.","N"
816,"Baroness","Brenda","Hale","of Richmond","XB","A",12/01/2004 00:00:00,,2004,31/01/1945 00:00:00,"Hale of Richmond, B.","N"
817,"Lord","David","Triesman",,"Lab","L",12/01/2004 00:00:00,,2004,30/10/1943 00:00:00,"Triesman, L.","N"
818,"Bishop of","Graham Richard James","Norwich",,"Bp","B",17/03/2004 00:00:00,,2004,19/01/1951 00:00:00,"Norwich, Bp.","N"
819,"Lord","Iain","Vallance","of Tummel","Dem","L",08/09/2004 00:00:00,,2004,20/05/1943 00:00:00,"Vallance of Tummel, L.","N"
820,"Baroness","Nicky","Chapman",,"XB","L",08/09/2004 00:00:00,,2004,03/08/1961 00:00:00,"Chapman, B.","N"
821,"Lord","Tony","Young","of Norwood Green","Lab","L",07/09/2004 00:00:00,,2004,14/04/1942 00:00:00,"Young of Norwood Green, L.","N"
822,"Lord","Ewen","Cameron","of Dillington","XB","L",07/09/2004 00:00:00,,2004,24/11/1949 00:00:00,"Cameron of Dillington, L.","N"
823,"Lord","Leonard","Steinberg",,"Con","L",13/09/2004 00:00:00,,2004,01/08/1936 00:00:00,"Steinberg, L.","N"
824,"Lord","David","Alliance",,"Dem","L",13/09/2004 00:00:00,,2004,15/06/1932 00:00:00,"Alliance, L.","N"
825,"Lord","Edward","George",,"XB","L",14/09/2004 00:00:00,,2004,11/09/1938 00:00:00,"George, L.","N"
826,"Lord","John","Kerr","of Kinlochard","XB","L",14/09/2004 00:00:00,,2004,22/02/1942 00:00:00,"Kerr of Kinlochard, L.","N"
827,"Baroness","Frances","D'Souza",,"XB","L",15/09/2004 00:00:00,,2004,18/04/1944 00:00:00,"D'Souza, B.","N"
828,"Baroness","Janet","Royall","of Blaisdon","Lab","L",11/10/2004 00:00:00,,2004,20/08/1955 00:00:00,"Royall of Blaisdon, B.","N"
829,"Bishop of","Timothy John Stevens","Leicester",,"Bp","B",03/12/2003 00:00:00,,2003,31/12/1946 00:00:00,"Leicester, Bp.","N"
830,"Bishop of","John Warren Gladwin","Chelmsford",,"Bp","B",16/12/2003 00:00:00,,2003,30/05/1942 00:00:00,"Chelmsford, Bp.","N"
831,"Bishop of","George Henry Cassidy","Southwell",,"Bp","B",21/01/2004 00:00:00,,2004,17/10/1942 00:00:00,"Southwell, Bp.","N"
832,"Viscount","Hugh","Trenchard",,"Con","HP",27/05/2004 00:00:00,,2004,12/03/1951 00:00:00,"Trenchard, V.","N"
833,"Lord","Chris","Patten","of Barnes","Con","L",19/01/2005 00:00:00,,2005,12/05/1944 00:00:00,"Patten of Barnes, L.","Y"
834,"Lord","Neil","Kinnock",,"Lab","L",31/01/2005 00:00:00,,2005,28/03/1942 00:00:00,"Kinnock, L.","Y"
835,"Earl","Patrick","Glasgow",,"Dem","HP",25/01/2005 00:00:00,,2005,30/07/1939 00:00:00,"Glasgow, E.","N"
836,"Lord","Rupert","De Mauley",,"Con","HP",15/03/2005 00:00:00,,2005,30/06/1957 00:00:00,"De Mauley, L.","N"
837,"Viscount","John","Eccles",,"Con","HD",04/04/2005 00:00:00,,2005,20/04/1931 00:00:00,"Eccles, V.","N"
838,"Lord","David","Hope","of Thornes","XB","L",21/06/2005 00:00:00,,2005,14/04/1940 00:00:00,"Hope of Thornes, L.","N"
839,"Lord","Andrew","Adonis",,"Lab","L",23/05/2005 00:00:00,,2005,22/02/1963 00:00:00,"Adonis, L.","N"
840,"Lord","David","Ramsbotham",,"XB","L",23/05/2005 00:00:00,,2005,06/11/1934 00:00:00,"Ramsbotham, L.","N"
841,"Lord","John","Stevens","of Kirkwhelpington","XB","L",24/05/2005 00:00:00,,2005,21/10/1942 00:00:00,"Stevens of Kirkwhelpington, L.","N"
842,"Duke of","Edward","Norfolk",,"XB","HO",12/03/2003 00:00:00,,2003,02/12/1956 00:00:00,"Norfolk, D.","N"
843,"Lord","Archy","Kirkwood","of Kirkhope","Dem","L",14/06/2005 00:00:00,,2005,22/04/1946 00:00:00,"Kirkwood of Kirkhope, L.","Y"
844,"Baroness","Ann","Taylor","of Bolton","Lab","L",14/06/2005 00:00:00,,2005,02/07/1947 00:00:00,"Taylor of Bolton, B.","Y"
845,"Lord","Martin","O'Neill","of Clackmannan","Lab","L",15/06/2005 00:00:00,,2005,06/01/1945 00:00:00,"O'Neill of Clackmannan, L.","Y"
846,"Lord","Paul","Tyler",,"Dem","L",15/06/2005 00:00:00,,2005,29/10/1941 00:00:00,"Tyler, L.","Y"
847,"Baroness","Estelle","Morris","of Yardley","Lab","L",21/06/2005 00:00:00,,2005,17/06/1952 00:00:00,"Morris of Yardley, B.","Y"
848,"Lord","Alan","Howarth","of Newport","Lab","L",22/06/2005 00:00:00,,2005,11/06/1944 00:00:00,"Howarth of Newport, L.","Y"
849,"Lord","Derek","Foster","of Bishop Auckland","Lab","L",22/06/2005 00:00:00,,2005,25/06/1937 00:00:00,"Foster of Bishop Auckland, L.","Y"
850,"Lord","David","Chidgey",,"Dem","L",27/06/2005 00:00:00,,2005,09/07/1942 00:00:00,"Chidgey, L.","Y"
851,"Baroness","Jenny","Tonge",,"Dem","L",27/06/2005 00:00:00,,2005,19/02/1941 00:00:00,"Tonge, B.","Y"
852,"Lord","George","Foulkes","of Cumnock","Lab","L",28/06/2005 00:00:00,,2005,21/01/1942 00:00:00,"Foulkes of Cumnock, L.","Y"
853,"Lord","Archibald","Hamilton","of Epsom","Con","L",28/06/2005 00:00:00,,2005,30/12/1941 00:00:00,"Hamilton of Epsom, L.","Y"
854,"Viscount","David","Montgomery","of Alamein","XB","HP",28/06/2005 00:00:00,,2005,18/08/1928 00:00:00,"Montgomery of Alamein, V.","N"
855,"Lord","Nigel","Jones","of Cheltenham","Dem","L",29/06/2005 00:00:00,,2005,30/03/1948 00:00:00,"Jones of Cheltenham, L.","Y"
856,"Baroness","Gillian","Shephard","of Northwold","Con","L",29/06/2005 00:00:00,,2005,22/01/1940 00:00:00,"Shephard of Northwold, B.","Y"
857,"Lord","Tony","Stratford",,"Lab","L",04/07/2005 00:00:00,,2005,08/04/1943 00:00:00,"Stratford, L.","Y"
858,"Lord","Nicholas","Lyell","of Markyate","Con","L",04/07/2005 00:00:00,,2005,06/12/1938 00:00:00,"Lyell of Markyate, L.","Y"
859,"Bishop of","Michael Laurence Langish","Exeter",,"Bp","B",17/10/2005 00:00:00,,2005,01/07/1946 00:00:00,"Exeter, Bp.","N"
860,"Lord","Dennis","Bilston",,"Lab","L",05/07/2005 00:00:00,,2005,26/08/1942 00:00:00,"Bilston, L.","Y"
861,"Lord","George","Moonie",,"Lab","L",05/07/2005 00:00:00,,2005,25/02/1947 00:00:00,"Moonie, L.","Y"
862,"Baroness","Virginia","Bottomley","of Nettlestone","Con","L",06/07/2005 00:00:00,,2005,12/03/1948 00:00:00,"Bottomley of Nettlestone, B.","Y"
863,"Lord","Brian","Mawhinney",,"Con","L",06/07/2005 00:00:00,,2005,26/07/1940 00:00:00,"Mawhinney, L.","Y"
864,"Baroness","Lynda","Clark","of Calton","Lab","L",13/07/2005 00:00:00,,2005,26/02/1949 00:00:00,"Clark of Calton, B.","Y"
865,"Lord","Clive","Soley",,"Lab","L",13/07/2005 00:00:00,,2005,07/05/1939 00:00:00,"Soley, L.","Y"
866,"Lord","Chris","Smith","of Finsbury","Lab","L",18/07/2005 00:00:00,,2005,24/07/1951 00:00:00,"Smith of Finsbury, L.","Y"
867,"Baroness","Irene","Adams","of Craigielea","Lab","L",18/07/2005 00:00:00,,2005,27/12/1947 00:00:00,"Adams of Craigielea, B.","Y"
